,reviewId,userName,userImage,raw,label,thumbsUpCount,reviewCreatedVersion,at,replyContent,repliedAt
0,17910408-972e-46ad-8a66-b4823bad592f,Dasidin Zidan,https://play-lh.googleusercontent.com/a-/AFdZucpdBgEw6Qo0U0uDKPvg67t7uKYeQPNTR-unSi2B,Ok,5,0,,30/07/2022 07:48,,
1,91a6e38a-b02f-41c3-9333-f738d8ac197b,Walk2Walk,https://play-lh.googleusercontent.com/a-/AFdZucoczQOConvchSfE3KqkSXny8UdiLW6BQu0mcn04mw,"Kirain udah di upgrade malah tambah bagus dan gampang kayak dulu ehh ternyata semakin sulit, pas upgrade ke full service nya",1,0,4.25.1,30/07/2022 07:41,,
2,84769aa3-e8f7-4bbf-9fc9-408672f9ceeb,Nur Azhar,https://play-lh.googleusercontent.com/a-/AFdZucr0RkaF5idXUbHYVAVWkJQu8_Nb1bAp5_LA96wG,Mantap,5,0,4.25.1,30/07/2022 07:22,,
3,e0fc1282-b1dc-487b-ac8f-374e54c90b54,Hendi Kaba,https://play-lh.googleusercontent.com/a-/AFdZucqabZczW4y7d1g4LvbMxk0G84b4vdCgNgWsFPyyJw,Semoga Kedepanya Transfer Uang Ke Bank Lain GRATIS TIS TIS,4,0,4.25.1,30/07/2022 07:19,"Hai Kak, terima kasih atas ulasan yang diberikan! Kami akan selalu meningkatkan pelayanan dan mempermudah transaksi digital kamu. Untuk informasi, saran, dan kritik bisa kamu sampaikan melalui Email info@linkaja.id dan mohon sertakan juga nomor HP LinkAja serta user ID/nama user Playstore kamu. Terima kasih :) #APA2BISA
",30/07/2022 07:21
4,78276ca5-d660-4229-bd45-7527632675bf,Mode Chaos,https://play-lh.googleusercontent.com/a-/AFdZucpXXaNp1M12VAx6VIG_DXSaeCYWP7X6DB_MFZWsng,Kok error tidak bisa melakukan pengiriman uang? Sudah dari tidak bisa karena transaksi error,3,0,,30/07/2022 07:17,"Hai Kak, mohon maaf ya atas kendalanya. Agar bisa diproses lebih lanjut, kamu bisa menghubungi kami melalui Email ke info@linkaja.id dengan menyertakan nomor HP LinkAja dan user ID/nama user Playstore agar kami bisa bantu atasi. Terima kasih #APA2BISA",30/07/2022 07:21
5,b839cbf4-54ab-4ba1-b149-f3c639110507,barady intanwidi,https://play-lh.googleusercontent.com/a/AItbvmlP0Mkl35SMGLkd9MMwuA29LMzNg3Fdm26rvzgT=mo,Ni aplikasi kasih bintang 1000 aja tp aplikasi ini aplikasi sakit,5,0,4.25.1,30/07/2022 07:12,,
6,da28f0fb-7e38-4d14-8fc7-dcd5b72af06b,RUSTAM DJAKBAR,https://play-lh.googleusercontent.com/a-/AFdZucpOpaD9T5cnnQUF7J2kC-pvqzB9P6QLqdv9qN3r,Mohon di bantu untuk pengajuan FULL SERVICE DI APLIKASI LinkAja Telah berulang kali coba upgrade belum di proses menjadi FULL SERVICE,5,0,4.25.1,30/07/2022 06:53,"Hai Kak, terima kasih atas ulasannya! Terus gunakan LinkAja dan nikmati semua kemudahan untuk semua transaksi digitalmu. Terima kasih, semoga harimu menyenangkan :) #APA2BISA",10/05/2022 13:41
7,7c79d9fe-8b5c-4896-ad2e-0ef464324ec7,Nita Merdekawati,https://play-lh.googleusercontent.com/a-/AFdZucoahQ5W9kh5UVBdtWo3mP88IK59ceB2t3faIU6sJg,Upgrade ke Full Service gagal trs,2,0,4.25.1,30/07/2022 06:46,"Hai Kak, mohon maaf ya atas kendalanya. Agar bisa diproses lebih lanjut, kamu bisa menghubungi kami melalui Email ke info@linkaja.id dengan menyertakan nomor HP LinkAja dan user ID/nama user Playstore agar kami bisa bantu atasi. Terima kasih #APA2BISA
",30/07/2022 07:02
8,9e63c802-604f-421e-8657-fc0828942be2,Anita Farinaindah,https://play-lh.googleusercontent.com/a/AItbvmmcFguPlAJzOlwQE7-C4xC5lR6jM2yNI22V7RSE=mo,Aplikasi jelek tidak bisa transfer uang,1,0,,30/07/2022 06:36,"Hai Kak Anita, mohon maaf ya atas kendalanya. Agar bisa diproses lebih lanjut, kamu bisa menghubungi kami melalui Email ke info@linkaja.id dengan menyertakan nomor HP LinkAja dan user ID/nama user Playstore agar kami bisa bantu atasi. Terima kasih #APA2BISA",30/07/2022 06:41
9,d7ed282f-7674-4b8c-baf4-a308987197d3,Purwantoro,https://play-lh.googleusercontent.com/a-/AFdZucoQ89lWWJPKL8KSkEawvQKYAXRuRwZGi9zbeY0_AA,Good,5,0,4.25.1,30/07/2022 06:36,,
10,e8f42930-2b95-4cb0-8f90-090a446c2224,ahmad ajibulfarhan26,https://play-lh.googleusercontent.com/a/AItbvmmlrQUN6JvKejVkUY8WhxEb2Ip7FG4AN6oE9FJs=mo,Tolong bantu verivikasi akun email untuk reset pin,2,0,4.25.1,30/07/2022 06:30,"Halo Kak, mohon maaf atas ketidaknyamanannya. Agar bisa kami proses mohon kirimkan pelaporanmu dengan menyertakan nomor HP LinkAja dan user ID/nama user Playstore ke Email info@linkaja.id agar bisa kami tindaklanjuti. Terima kasih, semoga sehat selalu :) #APA2BISA
",30/07/2022 06:42
11,d74c78b4-c362-41c5-a0bc-1a5edd7d4933,Susi Erawati,https://play-lh.googleusercontent.com/a/AItbvml3WqARanPWDI70Pl4dIxzp2BMYcq5bqERgRp3l=mo,maff orng yg membuat nya kurang hebat,1,0,,30/07/2022 06:21,,
12,23353917-bd94-4d7e-8fb0-4a8c58aea429,Ady Akhwab,https://play-lh.googleusercontent.com/a-/AFdZucrrC-R3iXXrZkI-pLmZAH5bXn7cBJFPijSQ1oIjSw,Mudah penggunaannya,4,0,4.25.1,30/07/2022 06:07,"Halo Kak Ady, terima kasih atas ulasannya :) Terus gunakan LinkAja dan nikmati semua kemudahan untuk transaksi digitalmu. Terima kasih, semoga sehat selalu #APA2BISA",30/07/2022 06:21
13,6d09d4da-5826-4503-b3c0-198d71ac852d,Dini Dini,https://play-lh.googleusercontent.com/a/AItbvmkK29jZOhdrCqEgMVjSu3Dmj9OGPitd9i6XTyaC=mo,hadeh susah banget sekarang upgrade ...foto nya susah ...gagal mulu,1,0,4.25.1,30/07/2022 06:04,"Hai Kak, mohon maaf ya atas kendalanya. Agar bisa diproses lebih lanjut, kamu bisa menghubungi kami melalui Email ke info@linkaja.id dengan menyertakan nomor HP LinkAja dan user ID/nama user Playstore agar kami bisa bantu atasi. Terima kasih #APA2BISA
",30/07/2022 06:22
14,e486dd29-4c21-4e2f-bb0a-87b3fd04121a,Ario Sungkono,https://play-lh.googleusercontent.com/a-/AFdZucoe033BwtLrvazzSfJaGLq59WZ0vd28lJ_YHFmO4w,"Terlalu ribet, semua udah diikuti masih gagal juga, ktp dah di upload foto juga udah diikuti",2,0,4.25.1,30/07/2022 05:59,"Hai Kak Ario, mohon maaf ya atas kendalanya. Agar bisa diproses lebih lanjut, kamu bisa menghubungi kami melalui Email ke info@linkaja.id dengan menyertakan nomor HP LinkAja dan user ID/nama user Playstore agar kami bisa bantu atasi. Terima kasih #APA2BISA",30/07/2022 06:01
15,75fed1f5-f532-48df-895d-b6defa6c8ffc,Nikon DinarJaya,https://play-lh.googleusercontent.com/a-/AFdZucomZemJzW4q3tDtt2_NB-585zxMJdAteDBGsKAWEA,nice,5,0,4.25.1,30/07/2022 05:38,,
16,72f95be5-c78f-4d53-9d0e-4768917bdee0,Sulis Tiyorini,https://play-lh.googleusercontent.com/a-/AFdZucp3kTdjPxIz7eGaIaaqZo-16JRb2n8-LgZqRoAHnw,"Mau daftar ajah di persulit,gimana mau pake ni aplikasi,jadi gak guna",1,0,4.25.1,30/07/2022 05:32,,
17,f5f9a530-6dd0-4d43-ab49-f7b6238ff116,Abdi Ramlansyah,https://play-lh.googleusercontent.com/a-/AFdZucqxgzrhVA8GFKNx2GCvntp59U5jOIW7hJ-CMOyk-Q,"Mau daftar Awal dibuat susah,kemudian mau upgrade ke full service susahnya nauzubillah, sudah geleng geleng kanan kiri,celangap2 mulut,senyam senyum, masih aje kaga bisa, bagaimana ini jika pas darurat.",2,0,4.25.1,30/07/2022 04:53,"Hai Kak Abdi, mohon maaf ya atas kendalanya. Agar bisa diproses lebih lanjut, kamu bisa menghubungi kami melalui Email ke info@linkaja.id dengan menyertakan nomor HP LinkAja dan user ID/nama user Playstore agar kami bisa bantu atasi. Terima kasih #APA2BISA",30/07/2022 05:02
18,999eac6d-0796-4017-b053-a0d4b55a8a55,PT. Agro Satu Alam,https://play-lh.googleusercontent.com/a/AItbvmnIGaR7HD2npTi8fE1ytV_QwYf25SMbo2Zpy8eM=mo,sangat mambantu dan baik,5,0,,30/07/2022 04:53,,
19,bb2a09c8-b49b-4756-9f67-4c7e671c43f6,Afrie Adam,https://play-lh.googleusercontent.com/a-/AFdZucoIM_kzTgedzeVDu1A2KArEdfNajOFbSlKfI7bypQ,"Aneh,sering gangguan & buat tranksaksi juga gagal mulu",1,0,4.25.1,30/07/2022 04:47,"Hai Kak Afrie, mohon maaf ya atas kendalanya. Agar bisa diproses lebih lanjut, kamu bisa menghubungi kami melalui Email ke info@linkaja.id dengan menyertakan nomor HP LinkAja dan user ID/nama user Playstore agar kami bisa bantu atasi. Terima kasih #APA2BISA",30/07/2022 05:03
20,269dafde-38ba-456f-89b5-7ffc747deefd,Rohman Official,https://play-lh.googleusercontent.com/a/AItbvmkbGwTZ7sGagRsr64OhhysWoo7HO4KlxmH0nybQ=mo,Padahal kode pinya benar tapi gak bisa masuk,1,0,4.25.1,30/07/2022 04:18,"Hai Kak, mohon maaf atas kesulitan log in yang kamu alami. Agar dapat kami bantu tangani, kamu bisa kirimkan pelaporanmu ke Email info@linkaja.id dengan menyertakan nomor HP LinkAja dan user ID/nama user Playstore kamu. Terima kasih :) #APA2BISA
",30/07/2022 04:22
21,1df0a9bb-d9c9-471e-b6bf-8641246962e3,Susmono Putra Andiyan Putra Andiyan,https://play-lh.googleusercontent.com/a/AItbvmkIaj0u-_uTovTd6PeHgt2yzDrA8vFCyJuDqmzs=mo,Knp saya gak bsa upgrade min,4,0,4.25.1,30/07/2022 04:00,"Hai Kak, terima kasih atas ulasannya! Terus gunakan LinkAja dan nikmati semua kemudahan untuk semua transaksi digitalmu. Terima kasih, semoga harimu menyenangkan :) #APA2BISA
",30/07/2022 04:21
22,74fb66c8-2971-4d7c-b171-e97785cbd8ca,Dandi Aditya,https://play-lh.googleusercontent.com/a-/AFdZucrjjeewFybJ76B0-fIGcatxdis6ZONM0bBIUZX8LA,"Kecewa banget, sdh 6 kali masukkan data lengkap masih ga bisa juga upgrade service full, uang sdh gua transfer lagi, cmn mempersulit aja hadehh",1,0,4.25.1,30/07/2022 04:00,,
23,18a897b4-abce-4b20-b413-a443df27bafd,adie budiman,https://play-lh.googleusercontent.com/a-/AFdZucqIFELyH9226fEi9YdJk3gack8XQgcSvKGAjbWs,Siiipp,5,0,4.25.1,30/07/2022 03:53,,
24,a885864c-3860-4521-b505-80059df7e773,Pengguna Google,https://play-lh.googleusercontent.com/EGemoI2NTXmTsBVtJqk8jxF9rh8ApRWfsIMQSt2uE4OcpQqbFu7f7NbTK05lx80nuSijCz7sc3a277R67g,Linkaja sangat membantu dlm krim uang dan tarik tunai isi pulsa dan masih banyak manfaat lain nya,5,0,4.25.1,30/07/2022 03:35,,
25,186a9213-9afa-4320-8f84-2708d7747c59,harijanto janto,https://play-lh.googleusercontent.com/a-/AFdZucqxX6I2xDl0_tY5HYShFuIUwYF5QBs8Rl8FhAcZ1A,Baik,5,0,,30/07/2022 03:31,,
26,375b6443-efb6-4c92-8455-c01146534107,Hendra Wan,https://play-lh.googleusercontent.com/a-/AFdZucp34FfTSJoej8Ka3Ngqb1jqzu6DlimZzI2coTwXMw,Oke,5,0,4.25.1,30/07/2022 03:30,,
27,4c0a6a66-99d0-4b64-8f59-c20e7e739f1d,singgih ababil,https://play-lh.googleusercontent.com/a-/AFdZucqyv8YGcehpVCnQeP9BYp2KFeT62EUavVbgbV0Pmg,"akun udah full service Ngga bisa tranfer parah banget saldo gw ada 150k mau tf ke bank bca atau bank lain 100k jawaban dari link ajah maaf saat kami tidak dapat memperoses permintaan kamu, silahkan coba lagi. Info lebih lanjut ke email ke link. Terus terusan bgtu wkwk dari lama jadi mls nyesel gw isi saldo di link dan buka rekening",1,0,4.25.1,30/07/2022 03:29,,
28,90cfaeef-21e3-4406-8c05-199669d9e6c1,Cahya dibrata,https://play-lh.googleusercontent.com/a/AItbvmm-juFiOi34iJQ72Mi5P5eSFMdZP_peLpCVhD8=mo,👍,4,0,,30/07/2022 03:07,"Hai Kak, terima kasih atas ulasannya! Terus gunakan LinkAja dan nikmati semua kemudahan untuk semua transaksi digitalmu. Terima kasih, semoga harimu menyenangkan :) #APA2BISA
",30/07/2022 03:21
29,2ee6f02c-39c2-432d-856d-384cf2950935,Nature Corner,https://play-lh.googleusercontent.com/a-/AFdZucppSqO1jSFYRyO1r_ha4tzmSc6hWduB2jZKRTqEww,"Saldo sempet ngga masuk, sudah lapor ke linkaja dan dapat ditindaklanjuti dengan cepat. Makasi banyak",5,0,4.25.1,30/07/2022 02:41,"Hai Kak, mohon maaf ya atas kendalanya. Agar bisa diproses lebih lanjut, kamu bisa menghubungi kami melalui Email ke info@linkaja.id dengan menyertakan nomor HP LinkAja dan user ID/nama user Playstore agar kami bisa bantu atasi. Terima kasih #APA2BISA",29/07/2022 17:41
30,5b51c379-1616-42b8-9b43-2573cab217cb,Noval Tino Ahmadan,https://play-lh.googleusercontent.com/a-/AFdZucr8-DqEhqIbamU3gpUZoU3OYfrGfe5q4djqpAbc,sangat membantu,4,0,,30/07/2022 02:36,"Hai Kak, terima kasih atas ulasannya! Terus gunakan LinkAja dan nikmati semua kemudahan untuk semua transaksi digitalmu. Terima kasih, semoga harimu menyenangkan :) #APA2BISA
",30/07/2022 02:41
31,3ae183aa-eeae-4103-b253-c186c99d869f,Yasin Pisang,https://play-lh.googleusercontent.com/a/AItbvmkvSpBmmwe52-R8gbXUBX2fpcA9_IGucafazjQf=mo,Sep,5,0,,30/07/2022 01:57,,
32,a9ed5d4c-6dfd-4690-a3ec-d3a59842597d,Fahnur Riza,https://play-lh.googleusercontent.com/a-/AFdZucpB2u00Rl6w4gecuPwDXQcRrZCxphUs990hXL-s2w,"Saya 2 kali kecewa dgn link aj... Pertama transaksi pending dri bln Desember, kemarin lagi beli paket telpon Telkomsel... Saldo sdh di potong tapi paket telpon Telkomsel nya bln masuk",2,0,,30/07/2022 01:53,,
33,61f0b3e4-8ece-4120-ac56-4c7f7ec6f647,Mike,https://play-lh.googleusercontent.com/a-/AFdZucpy54FuywZftKPa4hpO0YH4jwBRLTU5_zA_V5TaSg,"Upgrade ke full servicenya susah, perasaan data yang saya pakai sama aja saat daftar di aplikasi manapun, cuma ini linkaja yang verifikasinya susah",1,0,4.25.1,30/07/2022 01:52,"Hai Kak, terima kasih telah menghubungi kami. Pastikan jaringan kamu stabil dan EKTP kamu terbaca dengan jelas ya. Jika masih berkendala silakan hubungi kami di Email info@linkaja.id dengan menyertakan nomor HP LinkAja dan user ID/nama user Playstore kamu. Terima kasih :) #APA2BISA
",30/07/2022 02:08
